lot_id,date,wafer_slot,step,meas_tool,site_id,field_x,field_y,site_in_field,wafer_x_mm,wafer_y_mm,r_norm,pattern_density,cd_nm
L0031,2026-03-05,13,ACI,CDSEM-A,S16,0,2,1,-9.1,54.45,0.368,0.473,110.889
L0031,2026-03-05,13,ACI,CDSEM-A,S17,0,2,2,9.1,54.45,0.368,0.5,107.962
L0031,2026-03-05,13,ACI,CDSEM-A,S18,0,2,3,-9.1,77.55,0.5205,0.527,109.813
L0031,2026-03-05,13,ACI,CDSEM-A,S19,0,2,4,9.1,77.55,0.5205,0.553,111.634
L0031,2026-03-05,13,ACI,CDSEM-A,S20,0,-2,0,0.0,-66.0,0.44,0.58,108.662
L0031,2026-03-05,13,ACI,CDSEM-A,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,108.619
L0031,2026-03-05,13,ACI,CDSEM-A,S22,0,-2,2,9.1,-77.55,0.5205,0.447,109.277
L0031,2026-03-05,13,ACI,CDSEM-A,S23,0,-2,3,-9.1,-54.45,0.368,0.473,112.266
L0031,2026-03-05,13,ACI,CDSEM-A,S24,0,-2,4,9.1,-54.45,0.368,0.5,109.767
L0031,2026-03-05,13,ACI,CDSEM-A,S25,5,0,0,130.0,0.0,0.8667,0.527,112.764
L0031,2026-03-05,13,ACI,CDSEM-A,S26,5,0,1,120.9,-11.55,0.8097,0.553,111.933
L0031,2026-03-05,13,ACI,CDSEM-A,S27,5,0,3,120.9,11.55,0.8097,0.42,111.758
L0031,2026-03-05,13,ACI,CDSEM-A,S28,-5,0,0,-130.0,0.0,0.8667,0.473,113.648
L0031,2026-03-05,13,ACI,CDSEM-A,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,109.428
L0031,2026-03-05,13,ACI,CDSEM-A,S30,-5,0,4,-120.9,11.55,0.8097,0.58,110.485
L0031,2026-03-05,13,ACI,CDSEM-A,S31,2,-3,0,52.0,-99.0,0.7455,0.42,111.298
L0031,2026-03-05,13,ACI,CDSEM-A,S32,2,-3,1,42.9,-110.55,0.7905,0.447,111.522
L0031,2026-03-05,13,ACI,CDSEM-A,S33,2,-3,2,61.1,-110.55,0.8421,0.473,108.649
L0031,2026-03-05,13,ACI,CDSEM-A,S34,2,-3,3,42.9,-87.45,0.6494,0.5,111.113
L0031,2026-03-05,13,ACI,CDSEM-A,S35,2,-3,4,61.1,-87.45,0.7112,0.527,111.514
L0031,2026-03-05,13,ACI,CDSEM-A,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,110.893
L0031,2026-03-05,13,ACI,CDSEM-A,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,111.116
L0031,2026-03-05,13,ACI,CDSEM-A,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,110.151
L0031,2026-03-05,13,ACI,CDSEM-A,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,109.76
L0031,2026-03-05,13,ACI,CDSEM-A,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,110.244
L0033,2026-03-06,13,ACI,CDSEM-A,S00,0,0,0,0.0,0.0,0.0,0.42,109.03
L0033,2026-03-06,13,ACI,CDSEM-A,S01,0,0,1,-9.1,-11.55,0.098,0.447,109.93
L0033,2026-03-06,13,ACI,CDSEM-A,S02,0,0,2,9.1,-11.55,0.098,0.473,108.816
L0033,2026-03-06,13,ACI,CDSEM-A,S03,0,0,3,-9.1,11.55,0.098,0.5,109.572
L0033,2026-03-06,13,ACI,CDSEM-A,S04,0,0,4,9.1,11.55,0.098,0.527,109.644
L0033,2026-03-06,13,ACI,CDSEM-A,S05,2,0,0,52.0,0.0,0.3467,0.553,111.234
L0033,2026-03-06,13,ACI,CDSEM-A,S06,2,0,1,42.9,-11.55,0.2962,0.58,111.002
L0033,2026-03-06,13,ACI,CDSEM-A,S07,2,0,2,61.1,-11.55,0.4145,0.42,108.567
L0033,2026-03-06,13,ACI,CDSEM-A,S08,2,0,3,42.9,11.55,0.2962,0.447,112.409
L0033,2026-03-06,13,ACI,CDSEM-A,S09,2,0,4,61.1,11.55,0.4145,0.473,109.214
L0033,2026-03-06,13,ACI,CDSEM-A,S10,-2,0,0,-52.0,0.0,0.3467,0.5,110.529
L0033,2026-03-06,13,ACI,CDSEM-A,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,110.217
L0033,2026-03-06,13,ACI,CDSEM-A,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,110.714
L0033,2026-03-06,13,ACI,CDSEM-A,S13,-2,0,3,-61.1,11.55,0.4145,0.58,109.008
L0033,2026-03-06,13,ACI,CDSEM-A,S14,-2,0,4,-42.9,11.55,0.2962,0.42,108.524
L0033,2026-03-06,13,ACI,CDSEM-A,S15,0,2,0,0.0,66.0,0.44,0.447,109.514
L0033,2026-03-06,13,ACI,CDSEM-A,S16,0,2,1,-9.1,54.45,0.368,0.473,109.23
L0033,2026-03-06,13,ACI,CDSEM-A,S17,0,2,2,9.1,54.45,0.368,0.5,107.73
L0033,2026-03-06,13,ACI,CDSEM-A,S18,0,2,3,-9.1,77.55,0.5205,0.527,110.202
L0033,2026-03-06,13,ACI,CDSEM-A,S19,0,2,4,9.1,77.55,0.5205,0.553,109.617
L0033,2026-03-06,13,ACI,CDSEM-A,S20,0,-2,0,0.0,-66.0,0.44,0.58,111.887
L0033,2026-03-06,13,ACI,CDSEM-A,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,108.905
L0033,2026-03-06,13,ACI,CDSEM-A,S22,0,-2,2,9.1,-77.55,0.5205,0.447,108.955
L0033,2026-03-06,13,ACI,CDSEM-A,S23,0,-2,3,-9.1,-54.45,0.368,0.473,111.49
L0033,2026-03-06,13,ACI,CDSEM-A,S24,0,-2,4,9.1,-54.45,0.368,0.5,109.414
L0033,2026-03-06,13,ACI,CDSEM-A,S25,5,0,0,130.0,0.0,0.8667,0.527,112.122
L0033,2026-03-06,13,ACI,CDSEM-A,S26,5,0,1,120.9,-11.55,0.8097,0.553,112.831
L0033,2026-03-06,13,ACI,CDSEM-A,S27,5,0,3,120.9,11.55,0.8097,0.42,111.924
L0033,2026-03-06,13,ACI,CDSEM-A,S28,-5,0,0,-130.0,0.0,0.8667,0.473,113.222
L0033,2026-03-06,13,ACI,CDSEM-A,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,111.207
L0033,2026-03-06,13,ACI,CDSEM-A,S30,-5,0,4,-120.9,11.55,0.8097,0.58,110.692
L0033,2026-03-06,13,ACI,CDSEM-A,S31,2,-3,0,52.0,-99.0,0.7455,0.42,113.551
L0033,2026-03-06,13,ACI,CDSEM-A,S32,2,-3,1,42.9,-110.55,0.7905,0.447,110.804
L0033,2026-03-06,13,ACI,CDSEM-A,S33,2,-3,2,61.1,-110.55,0.8421,0.473,110.265
L0033,2026-03-06,13,ACI,CDSEM-A,S34,2,-3,3,42.9,-87.45,0.6494,0.5,112.455
L0033,2026-03-06,13,ACI,CDSEM-A,S35,2,-3,4,61.1,-87.45,0.7112,0.527,109.215
L0033,2026-03-06,13,ACI,CDSEM-A,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,110.177
L0033,2026-03-06,13,ACI,CDSEM-A,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,112.427
L0033,2026-03-06,13,ACI,CDSEM-A,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,110.308
L0033,2026-03-06,13,ACI,CDSEM-A,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,111.825
L0033,2026-03-06,13,ACI,CDSEM-A,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,109.797
L0035,2026-03-06,13,ACI,CDSEM-A,S00,0,0,0,0.0,0.0,0.0,0.42,109.387
L0035,2026-03-06,13,ACI,CDSEM-A,S01,0,0,1,-9.1,-11.55,0.098,0.447,109.787
L0035,2026-03-06,13,ACI,CDSEM-A,S02,0,0,2,9.1,-11.55,0.098,0.473,106.87
L0035,2026-03-06,13,ACI,CDSEM-A,S03,0,0,3,-9.1,11.55,0.098,0.5,110.82
L0035,2026-03-06,13,ACI,CDSEM-A,S04,0,0,4,9.1,11.55,0.098,0.527,107.927
L0035,2026-03-06,13,ACI,CDSEM-A,S05,2,0,0,52.0,0.0,0.3467,0.553,108.496
L0035,2026-03-06,13,ACI,CDSEM-A,S06,2,0,1,42.9,-11.55,0.2962,0.58,109.56
L0035,2026-03-06,13,ACI,CDSEM-A,S07,2,0,2,61.1,-11.55,0.4145,0.42,107.56
L0035,2026-03-06,13,ACI,CDSEM-A,S08,2,0,3,42.9,11.55,0.2962,0.447,110.437
L0035,2026-03-06,13,ACI,CDSEM-A,S09,2,0,4,61.1,11.55,0.4145,0.473,108.937
L0035,2026-03-06,13,ACI,CDSEM-A,S10,-2,0,0,-52.0,0.0,0.3467,0.5,109.647
L0035,2026-03-06,13,ACI,CDSEM-A,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,109.127
L0035,2026-03-06,13,ACI,CDSEM-A,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,109.77
L0035,2026-03-06,13,ACI,CDSEM-A,S13,-2,0,3,-61.1,11.55,0.4145,0.58,109.659
L0035,2026-03-06,13,ACI,CDSEM-A,S14,-2,0,4,-42.9,11.55,0.2962,0.42,109.312
L0035,2026-03-06,13,ACI,CDSEM-A,S15,0,2,0,0.0,66.0,0.44,0.447,110.417
L0035,2026-03-06,13,ACI,CDSEM-A,S16,0,2,1,-9.1,54.45,0.368,0.473,110.0
L0035,2026-03-06,13,ACI,CDSEM-A,S17,0,2,2,9.1,54.45,0.368,0.5,106.931
L0035,2026-03-06,13,ACI,CDSEM-A,S18,0,2,3,-9.1,77.55,0.5205,0.527,111.761
L0035,2026-03-06,13,ACI,CDSEM-A,S19,0,2,4,9.1,77.55,0.5205,0.553,108.21
L0035,2026-03-06,13,ACI,CDSEM-A,S20,0,-2,0,0.0,-66.0,0.44,0.58,108.702
L0035,2026-03-06,13,ACI,CDSEM-A,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,110.928
L0035,2026-03-06,13,ACI,CDSEM-A,S22,0,-2,2,9.1,-77.55,0.5205,0.447,109.961
L0035,2026-03-06,13,ACI,CDSEM-A,S23,0,-2,3,-9.1,-54.45,0.368,0.473,111.995
L0035,2026-03-06,13,ACI,CDSEM-A,S24,0,-2,4,9.1,-54.45,0.368,0.5,109.129
L0035,2026-03-06,13,ACI,CDSEM-A,S25,5,0,0,130.0,0.0,0.8667,0.527,111.896
L0035,2026-03-06,13,ACI,CDSEM-A,S26,5,0,1,120.9,-11.55,0.8097,0.553,110.601
L0035,2026-03-06,13,ACI,CDSEM-A,S27,5,0,3,120.9,11.55,0.8097,0.42,111.762
L0035,2026-03-06,13,ACI,CDSEM-A,S28,-5,0,0,-130.0,0.0,0.8667,0.473,110.908
L0035,2026-03-06,13,ACI,CDSEM-A,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,111.015
L0035,2026-03-06,13,ACI,CDSEM-A,S30,-5,0,4,-120.9,11.55,0.8097,0.58,110.501
L0035,2026-03-06,13,ACI,CDSEM-A,S31,2,-3,0,52.0,-99.0,0.7455,0.42,112.134
L0035,2026-03-06,13,ACI,CDSEM-A,S32,2,-3,1,42.9,-110.55,0.7905,0.447,112.123
L0035,2026-03-06,13,ACI,CDSEM-A,S33,2,-3,2,61.1,-110.55,0.8421,0.473,110.199
L0035,2026-03-06,13,ACI,CDSEM-A,S34,2,-3,3,42.9,-87.45,0.6494,0.5,113.436
L0035,2026-03-06,13,ACI,CDSEM-A,S35,2,-3,4,61.1,-87.45,0.7112,0.527,109.203
L0035,2026-03-06,13,ACI,CDSEM-A,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,110.277
L0035,2026-03-06,13,ACI,CDSEM-A,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,110.545
L0035,2026-03-06,13,ACI,CDSEM-A,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,110.288
L0035,2026-03-06,13,ACI,CDSEM-A,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,112.522
L0035,2026-03-06,13,ACI,CDSEM-A,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,107.819
L0037,2026-03-06,13,ACI,CDSEM-A,S00,0,0,0,0.0,0.0,0.0,0.42,112.339
L0037,2026-03-06,13,ACI,CDSEM-A,S01,0,0,1,-9.1,-11.55,0.098,0.447,110.934
L0037,2026-03-06,13,ACI,CDSEM-A,S02,0,0,2,9.1,-11.55,0.098,0.473,108.001
L0037,2026-03-06,13,ACI,CDSEM-A,S03,0,0,3,-9.1,11.55,0.098,0.5,111.449
L0037,2026-03-06,13,ACI,CDSEM-A,S04,0,0,4,9.1,11.55,0.098,0.527,110.718
L0037,2026-03-06,13,ACI,CDSEM-A,S05,2,0,0,52.0,0.0,0.3467,0.553,112.06
L0037,2026-03-06,13,ACI,CDSEM-A,S06,2,0,1,42.9,-11.55,0.2962,0.58,110.666
L0037,2026-03-06,13,ACI,CDSEM-A,S07,2,0,2,61.1,-11.55,0.4145,0.42,109.377
L0037,2026-03-06,13,ACI,CDSEM-A,S08,2,0,3,42.9,11.55,0.2962,0.447,112.446
L0037,2026-03-06,13,ACI,CDSEM-A,S09,2,0,4,61.1,11.55,0.4145,0.473,110.118
L0037,2026-03-06,13,ACI,CDSEM-A,S10,-2,0,0,-52.0,0.0,0.3467,0.5,109.738
L0037,2026-03-06,13,ACI,CDSEM-A,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,111.957
L0037,2026-03-06,13,ACI,CDSEM-A,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,108.587
L0037,2026-03-06,13,ACI,CDSEM-A,S13,-2,0,3,-61.1,11.55,0.4145,0.58,110.183
L0037,2026-03-06,13,ACI,CDSEM-A,S14,-2,0,4,-42.9,11.55,0.2962,0.42,107.432
L0037,2026-03-06,13,ACI,CDSEM-A,S15,0,2,0,0.0,66.0,0.44,0.447,111.888
L0037,2026-03-06,13,ACI,CDSEM-A,S16,0,2,1,-9.1,54.45,0.368,0.473,110.354
L0037,2026-03-06,13,ACI,CDSEM-A,S17,0,2,2,9.1,54.45,0.368,0.5,109.368
L0037,2026-03-06,13,ACI,CDSEM-A,S18,0,2,3,-9.1,77.55,0.5205,0.527,110.476
L0037,2026-03-06,13,ACI,CDSEM-A,S19,0,2,4,9.1,77.55,0.5205,0.553,110.086
L0037,2026-03-06,13,ACI,CDSEM-A,S20,0,-2,0,0.0,-66.0,0.44,0.58,109.69
L0037,2026-03-06,13,ACI,CDSEM-A,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,111.289
L0037,2026-03-06,13,ACI,CDSEM-A,S22,0,-2,2,9.1,-77.55,0.5205,0.447,109.092
L0037,2026-03-06,13,ACI,CDSEM-A,S23,0,-2,3,-9.1,-54.45,0.368,0.473,108.222
L0037,2026-03-06,13,ACI,CDSEM-A,S24,0,-2,4,9.1,-54.45,0.368,0.5,110.42
L0037,2026-03-06,13,ACI,CDSEM-A,S25,5,0,0,130.0,0.0,0.8667,0.527,113.033
L0037,2026-03-06,13,ACI,CDSEM-A,S26,5,0,1,120.9,-11.55,0.8097,0.553,111.945
L0037,2026-03-06,13,ACI,CDSEM-A,S27,5,0,3,120.9,11.55,0.8097,0.42,113.597
L0037,2026-03-06,13,ACI,CDSEM-A,S28,-5,0,0,-130.0,0.0,0.8667,0.473,112.517
L0037,2026-03-06,13,ACI,CDSEM-A,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,111.247
L0037,2026-03-06,13,ACI,CDSEM-A,S30,-5,0,4,-120.9,11.55,0.8097,0.58,112.346
L0037,2026-03-06,13,ACI,CDSEM-A,S31,2,-3,0,52.0,-99.0,0.7455,0.42,111.943
L0037,2026-03-06,13,ACI,CDSEM-A,S32,2,-3,1,42.9,-110.55,0.7905,0.447,112.774
L0037,2026-03-06,13,ACI,CDSEM-A,S33,2,-3,2,61.1,-110.55,0.8421,0.473,111.862
L0037,2026-03-06,13,ACI,CDSEM-A,S34,2,-3,3,42.9,-87.45,0.6494,0.5,111.32
L0037,2026-03-06,13,ACI,CDSEM-A,S35,2,-3,4,61.1,-87.45,0.7112,0.527,111.466
L0037,2026-03-06,13,ACI,CDSEM-A,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,111.326
L0037,2026-03-06,13,ACI,CDSEM-A,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,111.668
L0037,2026-03-06,13,ACI,CDSEM-A,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,111.424
L0037,2026-03-06,13,ACI,CDSEM-A,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,113.081
L0037,2026-03-06,13,ACI,CDSEM-A,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,110.22
L0039,2026-03-06,13,ACI,CDSEM-B,S00,0,0,0,0.0,0.0,0.0,0.42,109.847
L0039,2026-03-06,13,ACI,CDSEM-B,S01,0,0,1,-9.1,-11.55,0.098,0.447,111.737
L0039,2026-03-06,13,ACI,CDSEM-B,S02,0,0,2,9.1,-11.55,0.098,0.473,110.686
L0039,2026-03-06,13,ACI,CDSEM-B,S03,0,0,3,-9.1,11.55,0.098,0.5,110.075
L0039,2026-03-06,13,ACI,CDSEM-B,S04,0,0,4,9.1,11.55,0.098,0.527,111.202
L0039,2026-03-06,13,ACI,CDSEM-B,S05,2,0,0,52.0,0.0,0.3467,0.553,110.196
L0039,2026-03-06,13,ACI,CDSEM-B,S06,2,0,1,42.9,-11.55,0.2962,0.58,109.833
L0039,2026-03-06,13,ACI,CDSEM-B,S07,2,0,2,61.1,-11.55,0.4145,0.42,108.95
L0039,2026-03-06,13,ACI,CDSEM-B,S08,2,0,3,42.9,11.55,0.2962,0.447,112.21
L0039,2026-03-06,13,ACI,CDSEM-B,S09,2,0,4,61.1,11.55,0.4145,0.473,108.438
L0039,2026-03-06,13,ACI,CDSEM-B,S10,-2,0,0,-52.0,0.0,0.3467,0.5,113.257
L0039,2026-03-06,13,ACI,CDSEM-B,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,112.057
L0039,2026-03-06,13,ACI,CDSEM-B,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,109.381
L0039,2026-03-06,13,ACI,CDSEM-B,S13,-2,0,3,-61.1,11.55,0.4145,0.58,113.004
L0039,2026-03-06,13,ACI,CDSEM-B,S14,-2,0,4,-42.9,11.55,0.2962,0.42,110.921
L0039,2026-03-06,13,ACI,CDSEM-B,S15,0,2,0,0.0,66.0,0.44,0.447,111.613
L0039,2026-03-06,13,ACI,CDSEM-B,S16,0,2,1,-9.1,54.45,0.368,0.473,112.906
L0039,2026-03-06,13,ACI,CDSEM-B,S17,0,2,2,9.1,54.45,0.368,0.5,110.951
L0039,2026-03-06,13,ACI,CDSEM-B,S18,0,2,3,-9.1,77.55,0.5205,0.527,110.959
L0039,2026-03-06,13,ACI,CDSEM-B,S19,0,2,4,9.1,77.55,0.5205,0.553,111.123
L0039,2026-03-06,13,ACI,CDSEM-B,S20,0,-2,0,0.0,-66.0,0.44,0.58,112.853
L0039,2026-03-06,13,ACI,CDSEM-B,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,112.614
L0039,2026-03-06,13,ACI,CDSEM-B,S22,0,-2,2,9.1,-77.55,0.5205,0.447,111.282
L0039,2026-03-06,13,ACI,CDSEM-B,S23,0,-2,3,-9.1,-54.45,0.368,0.473,110.517
L0039,2026-03-06,13,ACI,CDSEM-B,S24,0,-2,4,9.1,-54.45,0.368,0.5,109.905
L0039,2026-03-06,13,ACI,CDSEM-B,S25,5,0,0,130.0,0.0,0.8667,0.527,110.47
L0039,2026-03-06,13,ACI,CDSEM-B,S26,5,0,1,120.9,-11.55,0.8097,0.553,111.354
L0039,2026-03-06,13,ACI,CDSEM-B,S27,5,0,3,120.9,11.55,0.8097,0.42,111.85
L0039,2026-03-06,13,ACI,CDSEM-B,S28,-5,0,0,-130.0,0.0,0.8667,0.473,111.655
L0039,2026-03-06,13,ACI,CDSEM-B,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,110.431
L0039,2026-03-06,13,ACI,CDSEM-B,S30,-5,0,4,-120.9,11.55,0.8097,0.58,110.488
L0039,2026-03-06,13,ACI,CDSEM-B,S31,2,-3,0,52.0,-99.0,0.7455,0.42,112.512
L0039,2026-03-06,13,ACI,CDSEM-B,S32,2,-3,1,42.9,-110.55,0.7905,0.447,110.436
L0039,2026-03-06,13,ACI,CDSEM-B,S33,2,-3,2,61.1,-110.55,0.8421,0.473,110.904
L0039,2026-03-06,13,ACI,CDSEM-B,S34,2,-3,3,42.9,-87.45,0.6494,0.5,111.041
L0039,2026-03-06,13,ACI,CDSEM-B,S35,2,-3,4,61.1,-87.45,0.7112,0.527,110.663
L0039,2026-03-06,13,ACI,CDSEM-B,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,112.411
L0039,2026-03-06,13,ACI,CDSEM-B,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,110.605
L0039,2026-03-06,13,ACI,CDSEM-B,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,109.389
L0039,2026-03-06,13,ACI,CDSEM-B,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,112.637
L0039,2026-03-06,13,ACI,CDSEM-B,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,109.612
L0041,2026-03-09,13,ACI,CDSEM-A,S00,0,0,0,0.0,0.0,0.0,0.42,111.215
L0041,2026-03-09,13,ACI,CDSEM-A,S01,0,0,1,-9.1,-11.55,0.098,0.447,110.932
L0041,2026-03-09,13,ACI,CDSEM-A,S02,0,0,2,9.1,-11.55,0.098,0.473,109.18
L0041,2026-03-09,13,ACI,CDSEM-A,S03,0,0,3,-9.1,11.55,0.098,0.5,109.744
L0041,2026-03-09,13,ACI,CDSEM-A,S04,0,0,4,9.1,11.55,0.098,0.527,106.631
L0041,2026-03-09,13,ACI,CDSEM-A,S05,2,0,0,52.0,0.0,0.3467,0.553,112.628
L0041,2026-03-09,13,ACI,CDSEM-A,S06,2,0,1,42.9,-11.55,0.2962,0.58,110.187
L0041,2026-03-09,13,ACI,CDSEM-A,S07,2,0,2,61.1,-11.55,0.4145,0.42,108.978
L0041,2026-03-09,13,ACI,CDSEM-A,S08,2,0,3,42.9,11.55,0.2962,0.447,110.218
L0041,2026-03-09,13,ACI,CDSEM-A,S09,2,0,4,61.1,11.55,0.4145,0.473,108.074
L0041,2026-03-09,13,ACI,CDSEM-A,S10,-2,0,0,-52.0,0.0,0.3467,0.5,110.807
L0041,2026-03-09,13,ACI,CDSEM-A,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,110.623
L0041,2026-03-09,13,ACI,CDSEM-A,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,108.71
L0041,2026-03-09,13,ACI,CDSEM-A,S13,-2,0,3,-61.1,11.55,0.4145,0.58,109.6
L0041,2026-03-09,13,ACI,CDSEM-A,S14,-2,0,4,-42.9,11.55,0.2962,0.42,110.216
L0041,2026-03-09,13,ACI,CDSEM-A,S15,0,2,0,0.0,66.0,0.44,0.447,110.882
L0041,2026-03-09,13,ACI,CDSEM-A,S16,0,2,1,-9.1,54.45,0.368,0.473,109.941
L0041,2026-03-09,13,ACI,CDSEM-A,S17,0,2,2,9.1,54.45,0.368,0.5,107.333
L0041,2026-03-09,13,ACI,CDSEM-A,S18,0,2,3,-9.1,77.55,0.5205,0.527,110.577
L0041,2026-03-09,13,ACI,CDSEM-A,S19,0,2,4,9.1,77.55,0.5205,0.553,108.642
L0041,2026-03-09,13,ACI,CDSEM-A,S20,0,-2,0,0.0,-66.0,0.44,0.58,110.132
L0041,2026-03-09,13,ACI,CDSEM-A,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,111.75
L0041,2026-03-09,13,ACI,CDSEM-A,S22,0,-2,2,9.1,-77.55,0.5205,0.447,108.158
L0041,2026-03-09,13,ACI,CDSEM-A,S23,0,-2,3,-9.1,-54.45,0.368,0.473,110.858
L0041,2026-03-09,13,ACI,CDSEM-A,S24,0,-2,4,9.1,-54.45,0.368,0.5,108.888
L0041,2026-03-09,13,ACI,CDSEM-A,S25,5,0,0,130.0,0.0,0.8667,0.527,110.042
L0041,2026-03-09,13,ACI,CDSEM-A,S26,5,0,1,120.9,-11.55,0.8097,0.553,111.358
L0041,2026-03-09,13,ACI,CDSEM-A,S27,5,0,3,120.9,11.55,0.8097,0.42,110.991
L0041,2026-03-09,13,ACI,CDSEM-A,S28,-5,0,0,-130.0,0.0,0.8667,0.473,111.113
L0041,2026-03-09,13,ACI,CDSEM-A,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,109.931
L0041,2026-03-09,13,ACI,CDSEM-A,S30,-5,0,4,-120.9,11.55,0.8097,0.58,107.658
L0041,2026-03-09,13,ACI,CDSEM-A,S31,2,-3,0,52.0,-99.0,0.7455,0.42,108.707
L0041,2026-03-09,13,ACI,CDSEM-A,S32,2,-3,1,42.9,-110.55,0.7905,0.447,110.205
L0041,2026-03-09,13,ACI,CDSEM-A,S33,2,-3,2,61.1,-110.55,0.8421,0.473,109.477
L0041,2026-03-09,13,ACI,CDSEM-A,S34,2,-3,3,42.9,-87.45,0.6494,0.5,109.302
L0041,2026-03-09,13,ACI,CDSEM-A,S35,2,-3,4,61.1,-87.45,0.7112,0.527,109.523
L0041,2026-03-09,13,ACI,CDSEM-A,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,109.788
L0041,2026-03-09,13,ACI,CDSEM-A,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,109.052
L0041,2026-03-09,13,ACI,CDSEM-A,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,108.329
L0041,2026-03-09,13,ACI,CDSEM-A,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,109.982
L0041,2026-03-09,13,ACI,CDSEM-A,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,110.118
L0043,2026-03-09,13,ACI,CDSEM-A,S00,0,0,0,0.0,0.0,0.0,0.42,110.503
L0043,2026-03-09,13,ACI,CDSEM-A,S01,0,0,1,-9.1,-11.55,0.098,0.447,109.01
L0043,2026-03-09,13,ACI,CDSEM-A,S02,0,0,2,9.1,-11.55,0.098,0.473,107.988
L0043,2026-03-09,13,ACI,CDSEM-A,S03,0,0,3,-9.1,11.55,0.098,0.5,110.213
L0043,2026-03-09,13,ACI,CDSEM-A,S04,0,0,4,9.1,11.55,0.098,0.527,109.207
L0043,2026-03-09,13,ACI,CDSEM-A,S05,2,0,0,52.0,0.0,0.3467,0.553,110.782
L0043,2026-03-09,13,ACI,CDSEM-A,S06,2,0,1,42.9,-11.55,0.2962,0.58,110.305
L0043,2026-03-09,13,ACI,CDSEM-A,S07,2,0,2,61.1,-11.55,0.4145,0.42,110.325
L0043,2026-03-09,13,ACI,CDSEM-A,S08,2,0,3,42.9,11.55,0.2962,0.447,110.234
L0043,2026-03-09,13,ACI,CDSEM-A,S09,2,0,4,61.1,11.55,0.4145,0.473,109.99
L0043,2026-03-09,13,ACI,CDSEM-A,S10,-2,0,0,-52.0,0.0,0.3467,0.5,109.424
L0043,2026-03-09,13,ACI,CDSEM-A,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,108.812
L0043,2026-03-09,13,ACI,CDSEM-A,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,108.43
L0043,2026-03-09,13,ACI,CDSEM-A,S13,-2,0,3,-61.1,11.55,0.4145,0.58,111.54
L0043,2026-03-09,13,ACI,CDSEM-A,S14,-2,0,4,-42.9,11.55,0.2962,0.42,108.296
L0043,2026-03-09,13,ACI,CDSEM-A,S15,0,2,0,0.0,66.0,0.44,0.447,109.529
