lot_id,date,wafer_slot,step,meas_tool,site_id,field_x,field_y,site_in_field,wafer_x_mm,wafer_y_mm,r_norm,pattern_density,cd_nm
L0093,2026-03-17,23,ADI,CDSEM-A,S19,0,2,4,9.1,77.55,0.5205,0.553,128.31
L0093,2026-03-17,23,ADI,CDSEM-A,S20,0,-2,0,0.0,-66.0,0.44,0.58,127.085
L0093,2026-03-17,23,ADI,CDSEM-A,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,125.665
L0093,2026-03-17,23,ADI,CDSEM-A,S22,0,-2,2,9.1,-77.55,0.5205,0.447,127.699
L0093,2026-03-17,23,ADI,CDSEM-A,S23,0,-2,3,-9.1,-54.45,0.368,0.473,126.853
L0093,2026-03-17,23,ADI,CDSEM-A,S24,0,-2,4,9.1,-54.45,0.368,0.5,128.438
L0093,2026-03-17,23,ADI,CDSEM-A,S25,5,0,0,130.0,0.0,0.8667,0.527,128.663
L0093,2026-03-17,23,ADI,CDSEM-A,S26,5,0,1,120.9,-11.55,0.8097,0.553,124.586
L0093,2026-03-17,23,ADI,CDSEM-A,S27,5,0,3,120.9,11.55,0.8097,0.42,127.58
L0093,2026-03-17,23,ADI,CDSEM-A,S28,-5,0,0,-130.0,0.0,0.8667,0.473,127.87
L0093,2026-03-17,23,ADI,CDSEM-A,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,129.142
L0093,2026-03-17,23,ADI,CDSEM-A,S30,-5,0,4,-120.9,11.55,0.8097,0.58,129.827
L0093,2026-03-17,23,ADI,CDSEM-A,S31,2,-3,0,52.0,-99.0,0.7455,0.42,128.344
L0093,2026-03-17,23,ADI,CDSEM-A,S32,2,-3,1,42.9,-110.55,0.7905,0.447,126.217
L0093,2026-03-17,23,ADI,CDSEM-A,S33,2,-3,2,61.1,-110.55,0.8421,0.473,128.943
L0093,2026-03-17,23,ADI,CDSEM-A,S34,2,-3,3,42.9,-87.45,0.6494,0.5,126.4
L0093,2026-03-17,23,ADI,CDSEM-A,S35,2,-3,4,61.1,-87.45,0.7112,0.527,128.161
L0093,2026-03-17,23,ADI,CDSEM-A,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,130.034
L0093,2026-03-17,23,ADI,CDSEM-A,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,126.297
L0093,2026-03-17,23,ADI,CDSEM-A,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,127.055
L0093,2026-03-17,23,ADI,CDSEM-A,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,127.047
L0093,2026-03-17,23,ADI,CDSEM-A,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,129.193
L0094,2026-03-17,3,ADI,CDSEM-A,S00,0,0,0,0.0,0.0,0.0,0.42,127.605
L0094,2026-03-17,3,ADI,CDSEM-A,S01,0,0,1,-9.1,-11.55,0.098,0.447,124.64
L0094,2026-03-17,3,ADI,CDSEM-A,S02,0,0,2,9.1,-11.55,0.098,0.473,126.343
L0094,2026-03-17,3,ADI,CDSEM-A,S03,0,0,3,-9.1,11.55,0.098,0.5,124.919
L0094,2026-03-17,3,ADI,CDSEM-A,S04,0,0,4,9.1,11.55,0.098,0.527,126.141
L0094,2026-03-17,3,ADI,CDSEM-A,S05,2,0,0,52.0,0.0,0.3467,0.553,125.836
L0094,2026-03-17,3,ADI,CDSEM-A,S06,2,0,1,42.9,-11.55,0.2962,0.58,123.923
L0094,2026-03-17,3,ADI,CDSEM-A,S07,2,0,2,61.1,-11.55,0.4145,0.42,127.598
L0094,2026-03-17,3,ADI,CDSEM-A,S08,2,0,3,42.9,11.55,0.2962,0.447,123.943
L0094,2026-03-17,3,ADI,CDSEM-A,S09,2,0,4,61.1,11.55,0.4145,0.473,127.838
L0094,2026-03-17,3,ADI,CDSEM-A,S10,-2,0,0,-52.0,0.0,0.3467,0.5,125.238
L0094,2026-03-17,3,ADI,CDSEM-A,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,123.899
L0094,2026-03-17,3,ADI,CDSEM-A,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,128.348
L0094,2026-03-17,3,ADI,CDSEM-A,S13,-2,0,3,-61.1,11.55,0.4145,0.58,124.053
L0094,2026-03-17,3,ADI,CDSEM-A,S14,-2,0,4,-42.9,11.55,0.2962,0.42,128.692
L0094,2026-03-17,3,ADI,CDSEM-A,S15,0,2,0,0.0,66.0,0.44,0.447,126.137
L0094,2026-03-17,3,ADI,CDSEM-A,S16,0,2,1,-9.1,54.45,0.368,0.473,124.414
L0094,2026-03-17,3,ADI,CDSEM-A,S17,0,2,2,9.1,54.45,0.368,0.5,127.393
L0094,2026-03-17,3,ADI,CDSEM-A,S18,0,2,3,-9.1,77.55,0.5205,0.527,126.364
L0094,2026-03-17,3,ADI,CDSEM-A,S19,0,2,4,9.1,77.55,0.5205,0.553,127.466
L0094,2026-03-17,3,ADI,CDSEM-A,S20,0,-2,0,0.0,-66.0,0.44,0.58,126.464
L0094,2026-03-17,3,ADI,CDSEM-A,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,125.307
L0094,2026-03-17,3,ADI,CDSEM-A,S22,0,-2,2,9.1,-77.55,0.5205,0.447,127.235
L0094,2026-03-17,3,ADI,CDSEM-A,S23,0,-2,3,-9.1,-54.45,0.368,0.473,124.22
L0094,2026-03-17,3,ADI,CDSEM-A,S24,0,-2,4,9.1,-54.45,0.368,0.5,127.039
L0094,2026-03-17,3,ADI,CDSEM-A,S25,5,0,0,130.0,0.0,0.8667,0.527,127.871
L0094,2026-03-17,3,ADI,CDSEM-A,S26,5,0,1,120.9,-11.55,0.8097,0.553,123.515
L0094,2026-03-17,3,ADI,CDSEM-A,S27,5,0,3,120.9,11.55,0.8097,0.42,125.505
L0094,2026-03-17,3,ADI,CDSEM-A,S28,-5,0,0,-130.0,0.0,0.8667,0.473,126.739
L0094,2026-03-17,3,ADI,CDSEM-A,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,126.996
L0094,2026-03-17,3,ADI,CDSEM-A,S30,-5,0,4,-120.9,11.55,0.8097,0.58,126.984
L0094,2026-03-17,3,ADI,CDSEM-A,S31,2,-3,0,52.0,-99.0,0.7455,0.42,127.269
L0094,2026-03-17,3,ADI,CDSEM-A,S32,2,-3,1,42.9,-110.55,0.7905,0.447,123.867
L0094,2026-03-17,3,ADI,CDSEM-A,S33,2,-3,2,61.1,-110.55,0.8421,0.473,128.369
L0094,2026-03-17,3,ADI,CDSEM-A,S34,2,-3,3,42.9,-87.45,0.6494,0.5,125.051
L0094,2026-03-17,3,ADI,CDSEM-A,S35,2,-3,4,61.1,-87.45,0.7112,0.527,127.65
L0094,2026-03-17,3,ADI,CDSEM-A,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,126.698
L0094,2026-03-17,3,ADI,CDSEM-A,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,124.226
L0094,2026-03-17,3,ADI,CDSEM-A,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,128.427
L0094,2026-03-17,3,ADI,CDSEM-A,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,124.854
L0094,2026-03-17,3,ADI,CDSEM-A,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,128.558
L0094,2026-03-17,13,ADI,CDSEM-A,S00,0,0,0,0.0,0.0,0.0,0.42,126.887
L0094,2026-03-17,13,ADI,CDSEM-A,S01,0,0,1,-9.1,-11.55,0.098,0.447,123.995
L0094,2026-03-17,13,ADI,CDSEM-A,S02,0,0,2,9.1,-11.55,0.098,0.473,127.545
L0094,2026-03-17,13,ADI,CDSEM-A,S03,0,0,3,-9.1,11.55,0.098,0.5,123.388
L0094,2026-03-17,13,ADI,CDSEM-A,S04,0,0,4,9.1,11.55,0.098,0.527,126.733
L0094,2026-03-17,13,ADI,CDSEM-A,S05,2,0,0,52.0,0.0,0.3467,0.553,126.083
L0094,2026-03-17,13,ADI,CDSEM-A,S06,2,0,1,42.9,-11.55,0.2962,0.58,122.428
L0094,2026-03-17,13,ADI,CDSEM-A,S07,2,0,2,61.1,-11.55,0.4145,0.42,128.408
L0094,2026-03-17,13,ADI,CDSEM-A,S08,2,0,3,42.9,11.55,0.2962,0.447,124.968
L0094,2026-03-17,13,ADI,CDSEM-A,S09,2,0,4,61.1,11.55,0.4145,0.473,126.611
L0094,2026-03-17,13,ADI,CDSEM-A,S10,-2,0,0,-52.0,0.0,0.3467,0.5,126.93
L0094,2026-03-17,13,ADI,CDSEM-A,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,124.206
L0094,2026-03-17,13,ADI,CDSEM-A,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,126.878
L0094,2026-03-17,13,ADI,CDSEM-A,S13,-2,0,3,-61.1,11.55,0.4145,0.58,124.26
L0094,2026-03-17,13,ADI,CDSEM-A,S14,-2,0,4,-42.9,11.55,0.2962,0.42,127.91
L0094,2026-03-17,13,ADI,CDSEM-A,S15,0,2,0,0.0,66.0,0.44,0.447,124.944
L0094,2026-03-17,13,ADI,CDSEM-A,S16,0,2,1,-9.1,54.45,0.368,0.473,124.298
L0094,2026-03-17,13,ADI,CDSEM-A,S17,0,2,2,9.1,54.45,0.368,0.5,125.967
L0094,2026-03-17,13,ADI,CDSEM-A,S18,0,2,3,-9.1,77.55,0.5205,0.527,126.125
L0094,2026-03-17,13,ADI,CDSEM-A,S19,0,2,4,9.1,77.55,0.5205,0.553,128.77
L0094,2026-03-17,13,ADI,CDSEM-A,S20,0,-2,0,0.0,-66.0,0.44,0.58,127.013
L0094,2026-03-17,13,ADI,CDSEM-A,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,125.668
L0094,2026-03-17,13,ADI,CDSEM-A,S22,0,-2,2,9.1,-77.55,0.5205,0.447,127.573
L0094,2026-03-17,13,ADI,CDSEM-A,S23,0,-2,3,-9.1,-54.45,0.368,0.473,124.633
L0094,2026-03-17,13,ADI,CDSEM-A,S24,0,-2,4,9.1,-54.45,0.368,0.5,128.079
L0094,2026-03-17,13,ADI,CDSEM-A,S25,5,0,0,130.0,0.0,0.8667,0.527,127.391
L0094,2026-03-17,13,ADI,CDSEM-A,S26,5,0,1,120.9,-11.55,0.8097,0.553,124.546
L0094,2026-03-17,13,ADI,CDSEM-A,S27,5,0,3,120.9,11.55,0.8097,0.42,127.467
L0094,2026-03-17,13,ADI,CDSEM-A,S28,-5,0,0,-130.0,0.0,0.8667,0.473,128.547
L0094,2026-03-17,13,ADI,CDSEM-A,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,128.394
L0094,2026-03-17,13,ADI,CDSEM-A,S30,-5,0,4,-120.9,11.55,0.8097,0.58,129.489
L0094,2026-03-17,13,ADI,CDSEM-A,S31,2,-3,0,52.0,-99.0,0.7455,0.42,128.439
L0094,2026-03-17,13,ADI,CDSEM-A,S32,2,-3,1,42.9,-110.55,0.7905,0.447,124.787
L0094,2026-03-17,13,ADI,CDSEM-A,S33,2,-3,2,61.1,-110.55,0.8421,0.473,127.523
L0094,2026-03-17,13,ADI,CDSEM-A,S34,2,-3,3,42.9,-87.45,0.6494,0.5,123.536
L0094,2026-03-17,13,ADI,CDSEM-A,S35,2,-3,4,61.1,-87.45,0.7112,0.527,128.776
L0094,2026-03-17,13,ADI,CDSEM-A,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,126.604
L0094,2026-03-17,13,ADI,CDSEM-A,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,125.695
L0094,2026-03-17,13,ADI,CDSEM-A,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,127.449
L0094,2026-03-17,13,ADI,CDSEM-A,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,125.98
L0094,2026-03-17,13,ADI,CDSEM-A,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,127.919
L0094,2026-03-17,23,ADI,CDSEM-A,S00,0,0,0,0.0,0.0,0.0,0.42,126.76
L0094,2026-03-17,23,ADI,CDSEM-A,S01,0,0,1,-9.1,-11.55,0.098,0.447,124.769
L0094,2026-03-17,23,ADI,CDSEM-A,S02,0,0,2,9.1,-11.55,0.098,0.473,127.941
L0094,2026-03-17,23,ADI,CDSEM-A,S03,0,0,3,-9.1,11.55,0.098,0.5,125.276
L0094,2026-03-17,23,ADI,CDSEM-A,S04,0,0,4,9.1,11.55,0.098,0.527,128.788
L0094,2026-03-17,23,ADI,CDSEM-A,S05,2,0,0,52.0,0.0,0.3467,0.553,127.769
L0094,2026-03-17,23,ADI,CDSEM-A,S06,2,0,1,42.9,-11.55,0.2962,0.58,123.384
L0094,2026-03-17,23,ADI,CDSEM-A,S07,2,0,2,61.1,-11.55,0.4145,0.42,129.366
L0094,2026-03-17,23,ADI,CDSEM-A,S08,2,0,3,42.9,11.55,0.2962,0.447,123.994
L0094,2026-03-17,23,ADI,CDSEM-A,S09,2,0,4,61.1,11.55,0.4145,0.473,127.703
L0094,2026-03-17,23,ADI,CDSEM-A,S10,-2,0,0,-52.0,0.0,0.3467,0.5,127.419
L0094,2026-03-17,23,ADI,CDSEM-A,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,124.433
L0094,2026-03-17,23,ADI,CDSEM-A,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,127.346
L0094,2026-03-17,23,ADI,CDSEM-A,S13,-2,0,3,-61.1,11.55,0.4145,0.58,125.473
L0094,2026-03-17,23,ADI,CDSEM-A,S14,-2,0,4,-42.9,11.55,0.2962,0.42,127.275
L0094,2026-03-17,23,ADI,CDSEM-A,S15,0,2,0,0.0,66.0,0.44,0.447,127.22
L0094,2026-03-17,23,ADI,CDSEM-A,S16,0,2,1,-9.1,54.45,0.368,0.473,125.26
L0094,2026-03-17,23,ADI,CDSEM-A,S17,0,2,2,9.1,54.45,0.368,0.5,127.868
L0094,2026-03-17,23,ADI,CDSEM-A,S18,0,2,3,-9.1,77.55,0.5205,0.527,126.097
L0094,2026-03-17,23,ADI,CDSEM-A,S19,0,2,4,9.1,77.55,0.5205,0.553,126.944
L0094,2026-03-17,23,ADI,CDSEM-A,S20,0,-2,0,0.0,-66.0,0.44,0.58,128.64
L0094,2026-03-17,23,ADI,CDSEM-A,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,127.408
L0094,2026-03-17,23,ADI,CDSEM-A,S22,0,-2,2,9.1,-77.55,0.5205,0.447,128.538
L0094,2026-03-17,23,ADI,CDSEM-A,S23,0,-2,3,-9.1,-54.45,0.368,0.473,125.07
L0094,2026-03-17,23,ADI,CDSEM-A,S24,0,-2,4,9.1,-54.45,0.368,0.5,127.157
L0094,2026-03-17,23,ADI,CDSEM-A,S25,5,0,0,130.0,0.0,0.8667,0.527,128.25
L0094,2026-03-17,23,ADI,CDSEM-A,S26,5,0,1,120.9,-11.55,0.8097,0.553,124.02
L0094,2026-03-17,23,ADI,CDSEM-A,S27,5,0,3,120.9,11.55,0.8097,0.42,126.339
L0094,2026-03-17,23,ADI,CDSEM-A,S28,-5,0,0,-130.0,0.0,0.8667,0.473,127.579
L0094,2026-03-17,23,ADI,CDSEM-A,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,127.488
L0094,2026-03-17,23,ADI,CDSEM-A,S30,-5,0,4,-120.9,11.55,0.8097,0.58,127.03
L0094,2026-03-17,23,ADI,CDSEM-A,S31,2,-3,0,52.0,-99.0,0.7455,0.42,128.511
L0094,2026-03-17,23,ADI,CDSEM-A,S32,2,-3,1,42.9,-110.55,0.7905,0.447,123.969
L0094,2026-03-17,23,ADI,CDSEM-A,S33,2,-3,2,61.1,-110.55,0.8421,0.473,127.103
L0094,2026-03-17,23,ADI,CDSEM-A,S34,2,-3,3,42.9,-87.45,0.6494,0.5,124.578
L0094,2026-03-17,23,ADI,CDSEM-A,S35,2,-3,4,61.1,-87.45,0.7112,0.527,128.278
L0094,2026-03-17,23,ADI,CDSEM-A,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,126.806
L0094,2026-03-17,23,ADI,CDSEM-A,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,123.505
L0094,2026-03-17,23,ADI,CDSEM-A,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,128.957
L0094,2026-03-17,23,ADI,CDSEM-A,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,127.006
L0094,2026-03-17,23,ADI,CDSEM-A,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,127.478
L0095,2026-03-17,3,ADI,CDSEM-B,S00,0,0,0,0.0,0.0,0.0,0.42,127.716
L0095,2026-03-17,3,ADI,CDSEM-B,S01,0,0,1,-9.1,-11.55,0.098,0.447,126.721
L0095,2026-03-17,3,ADI,CDSEM-B,S02,0,0,2,9.1,-11.55,0.098,0.473,126.434
L0095,2026-03-17,3,ADI,CDSEM-B,S03,0,0,3,-9.1,11.55,0.098,0.5,124.423
L0095,2026-03-17,3,ADI,CDSEM-B,S04,0,0,4,9.1,11.55,0.098,0.527,127.85
L0095,2026-03-17,3,ADI,CDSEM-B,S05,2,0,0,52.0,0.0,0.3467,0.553,127.321
L0095,2026-03-17,3,ADI,CDSEM-B,S06,2,0,1,42.9,-11.55,0.2962,0.58,124.999
L0095,2026-03-17,3,ADI,CDSEM-B,S07,2,0,2,61.1,-11.55,0.4145,0.42,128.487
L0095,2026-03-17,3,ADI,CDSEM-B,S08,2,0,3,42.9,11.55,0.2962,0.447,124.144
L0095,2026-03-17,3,ADI,CDSEM-B,S09,2,0,4,61.1,11.55,0.4145,0.473,129.027
L0095,2026-03-17,3,ADI,CDSEM-B,S10,-2,0,0,-52.0,0.0,0.3467,0.5,128.195
L0095,2026-03-17,3,ADI,CDSEM-B,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,124.097
L0095,2026-03-17,3,ADI,CDSEM-B,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,127.033
L0095,2026-03-17,3,ADI,CDSEM-B,S13,-2,0,3,-61.1,11.55,0.4145,0.58,125.896
L0095,2026-03-17,3,ADI,CDSEM-B,S14,-2,0,4,-42.9,11.55,0.2962,0.42,128.344
L0095,2026-03-17,3,ADI,CDSEM-B,S15,0,2,0,0.0,66.0,0.44,0.447,127.796
L0095,2026-03-17,3,ADI,CDSEM-B,S16,0,2,1,-9.1,54.45,0.368,0.473,124.203
L0095,2026-03-17,3,ADI,CDSEM-B,S17,0,2,2,9.1,54.45,0.368,0.5,127.632
L0095,2026-03-17,3,ADI,CDSEM-B,S18,0,2,3,-9.1,77.55,0.5205,0.527,125.128
L0095,2026-03-17,3,ADI,CDSEM-B,S19,0,2,4,9.1,77.55,0.5205,0.553,129.004
L0095,2026-03-17,3,ADI,CDSEM-B,S20,0,-2,0,0.0,-66.0,0.44,0.58,128.336
L0095,2026-03-17,3,ADI,CDSEM-B,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,124.953
L0095,2026-03-17,3,ADI,CDSEM-B,S22,0,-2,2,9.1,-77.55,0.5205,0.447,129.0
L0095,2026-03-17,3,ADI,CDSEM-B,S23,0,-2,3,-9.1,-54.45,0.368,0.473,124.933
L0095,2026-03-17,3,ADI,CDSEM-B,S24,0,-2,4,9.1,-54.45,0.368,0.5,128.256
L0095,2026-03-17,3,ADI,CDSEM-B,S25,5,0,0,130.0,0.0,0.8667,0.527,128.416
L0095,2026-03-17,3,ADI,CDSEM-B,S26,5,0,1,120.9,-11.55,0.8097,0.553,125.213
L0095,2026-03-17,3,ADI,CDSEM-B,S27,5,0,3,120.9,11.55,0.8097,0.42,125.078
L0095,2026-03-17,3,ADI,CDSEM-B,S28,-5,0,0,-130.0,0.0,0.8667,0.473,128.218
L0095,2026-03-17,3,ADI,CDSEM-B,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,128.222
L0095,2026-03-17,3,ADI,CDSEM-B,S30,-5,0,4,-120.9,11.55,0.8097,0.58,127.749
L0095,2026-03-17,3,ADI,CDSEM-B,S31,2,-3,0,52.0,-99.0,0.7455,0.42,128.311
L0095,2026-03-17,3,ADI,CDSEM-B,S32,2,-3,1,42.9,-110.55,0.7905,0.447,125.467
L0095,2026-03-17,3,ADI,CDSEM-B,S33,2,-3,2,61.1,-110.55,0.8421,0.473,129.091
L0095,2026-03-17,3,ADI,CDSEM-B,S34,2,-3,3,42.9,-87.45,0.6494,0.5,125.74
L0095,2026-03-17,3,ADI,CDSEM-B,S35,2,-3,4,61.1,-87.45,0.7112,0.527,128.296
L0095,2026-03-17,3,ADI,CDSEM-B,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,128.609
L0095,2026-03-17,3,ADI,CDSEM-B,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,125.654
L0095,2026-03-17,3,ADI,CDSEM-B,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,128.24
L0095,2026-03-17,3,ADI,CDSEM-B,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,124.796
L0095,2026-03-17,3,ADI,CDSEM-B,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,128.683
L0095,2026-03-17,13,ADI,CDSEM-B,S00,0,0,0,0.0,0.0,0.0,0.42,127.32
L0095,2026-03-17,13,ADI,CDSEM-B,S01,0,0,1,-9.1,-11.55,0.098,0.447,123.417
L0095,2026-03-17,13,ADI,CDSEM-B,S02,0,0,2,9.1,-11.55,0.098,0.473,127.886
L0095,2026-03-17,13,ADI,CDSEM-B,S03,0,0,3,-9.1,11.55,0.098,0.5,126.09
L0095,2026-03-17,13,ADI,CDSEM-B,S04,0,0,4,9.1,11.55,0.098,0.527,127.179
L0095,2026-03-17,13,ADI,CDSEM-B,S05,2,0,0,52.0,0.0,0.3467,0.553,127.434
L0095,2026-03-17,13,ADI,CDSEM-B,S06,2,0,1,42.9,-11.55,0.2962,0.58,125.218
L0095,2026-03-17,13,ADI,CDSEM-B,S07,2,0,2,61.1,-11.55,0.4145,0.42,129.173
L0095,2026-03-17,13,ADI,CDSEM-B,S08,2,0,3,42.9,11.55,0.2962,0.447,127.519
L0095,2026-03-17,13,ADI,CDSEM-B,S09,2,0,4,61.1,11.55,0.4145,0.473,128.348
L0095,2026-03-17,13,ADI,CDSEM-B,S10,-2,0,0,-52.0,0.0,0.3467,0.5,126.813
L0095,2026-03-17,13,ADI,CDSEM-B,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,124.309
L0095,2026-03-17,13,ADI,CDSEM-B,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,128.933
L0095,2026-03-17,13,ADI,CDSEM-B,S13,-2,0,3,-61.1,11.55,0.4145,0.58,125.655
L0095,2026-03-17,13,ADI,CDSEM-B,S14,-2,0,4,-42.9,11.55,0.2962,0.42,128.058
L0095,2026-03-17,13,ADI,CDSEM-B,S15,0,2,0,0.0,66.0,0.44,0.447,127.691
L0095,2026-03-17,13,ADI,CDSEM-B,S16,0,2,1,-9.1,54.45,0.368,0.473,124.684
L0095,2026-03-17,13,ADI,CDSEM-B,S17,0,2,2,9.1,54.45,0.368,0.5,129.251
L0095,2026-03-17,13,ADI,CDSEM-B,S18,0,2,3,-9.1,77.55,0.5205,0.527,125.443
L0095,2026-03-17,13,ADI,CDSEM-B,S19,0,2,4,9.1,77.55,0.5205,0.553,128.22
L0095,2026-03-17,13,ADI,CDSEM-B,S20,0,-2,0,0.0,-66.0,0.44,0.58,128.07
L0095,2026-03-17,13,ADI,CDSEM-B,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,125.353
L0095,2026-03-17,13,ADI,CDSEM-B,S22,0,-2,2,9.1,-77.55,0.5205,0.447,129.243
L0095,2026-03-17,13,ADI,CDSEM-B,S23,0,-2,3,-9.1,-54.45,0.368,0.473,124.277
L0095,2026-03-17,13,ADI,CDSEM-B,S24,0,-2,4,9.1,-54.45,0.368,0.5,129.986
L0095,2026-03-17,13,ADI,CDSEM-B,S25,5,0,0,130.0,0.0,0.8667,0.527,127.532
L0095,2026-03-17,13,ADI,CDSEM-B,S26,5,0,1,120.9,-11.55,0.8097,0.553,125.001
L0095,2026-03-17,13,ADI,CDSEM-B,S27,5,0,3,120.9,11.55,0.8097,0.42,126.03
L0095,2026-03-17,13,ADI,CDSEM-B,S28,-5,0,0,-130.0,0.0,0.8667,0.473,128.699
L0095,2026-03-17,13,ADI,CDSEM-B,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,126.928
L0095,2026-03-17,13,ADI,CDSEM-B,S30,-5,0,4,-120.9,11.55,0.8097,0.58,129.043
L0095,2026-03-17,13,ADI,CDSEM-B,S31,2,-3,0,52.0,-99.0,0.7455,0.42,128.921
L0095,2026-03-17,13,ADI,CDSEM-B,S32,2,-3,1,42.9,-110.55,0.7905,0.447,124.503
L0095,2026-03-17,13,ADI,CDSEM-B,S33,2,-3,2,61.1,-110.55,0.8421,0.473,129.004
L0095,2026-03-17,13,ADI,CDSEM-B,S34,2,-3,3,42.9,-87.45,0.6494,0.5,126.837
L0095,2026-03-17,13,ADI,CDSEM-B,S35,2,-3,4,61.1,-87.45,0.7112,0.527,128.104
L0095,2026-03-17,13,ADI,CDSEM-B,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,129.356
L0095,2026-03-17,13,ADI,CDSEM-B,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,125.855
L0095,2026-03-17,13,ADI,CDSEM-B,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,127.443
L0095,2026-03-17,13,ADI,CDSEM-B,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,126.759
L0095,2026-03-17,13,ADI,CDSEM-B,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,128.895
L0095,2026-03-17,23,ADI,CDSEM-B,S00,0,0,0,0.0,0.0,0.0,0.42,128.416
L0095,2026-03-17,23,ADI,CDSEM-B,S01,0,0,1,-9.1,-11.55,0.098,0.447,126.395
L0095,2026-03-17,23,ADI,CDSEM-B,S02,0,0,2,9.1,-11.55,0.098,0.473,128.077
L0095,2026-03-17,23,ADI,CDSEM-B,S03,0,0,3,-9.1,11.55,0.098,0.5,125.468
L0095,2026-03-17,23,ADI,CDSEM-B,S04,0,0,4,9.1,11.55,0.098,0.527,129.322
L0095,2026-03-17,23,ADI,CDSEM-B,S05,2,0,0,52.0,0.0,0.3467,0.553,127.87
L0095,2026-03-17,23,ADI,CDSEM-B,S06,2,0,1,42.9,-11.55,0.2962,0.58,126.406
L0095,2026-03-17,23,ADI,CDSEM-B,S07,2,0,2,61.1,-11.55,0.4145,0.42,127.43
L0095,2026-03-17,23,ADI,CDSEM-B,S08,2,0,3,42.9,11.55,0.2962,0.447,125.161
L0095,2026-03-17,23,ADI,CDSEM-B,S09,2,0,4,61.1,11.55,0.4145,0.473,127.746
L0095,2026-03-17,23,ADI,CDSEM-B,S10,-2,0,0,-52.0,0.0,0.3467,0.5,129.268
L0095,2026-03-17,23,ADI,CDSEM-B,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,123.672
L0095,2026-03-17,23,ADI,CDSEM-B,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,127.767
L0095,2026-03-17,23,ADI,CDSEM-B,S13,-2,0,3,-61.1,11.55,0.4145,0.58,126.001
L0095,2026-03-17,23,ADI,CDSEM-B,S14,-2,0,4,-42.9,11.55,0.2962,0.42,128.838
L0095,2026-03-17,23,ADI,CDSEM-B,S15,0,2,0,0.0,66.0,0.44,0.447,128.337
L0095,2026-03-17,23,ADI,CDSEM-B,S16,0,2,1,-9.1,54.45,0.368,0.473,125.902
L0095,2026-03-17,23,ADI,CDSEM-B,S17,0,2,2,9.1,54.45,0.368,0.5,128.976
L0095,2026-03-17,23,ADI,CDSEM-B,S18,0,2,3,-9.1,77.55,0.5205,0.527,127.489
