date,day_index,meas_tool,site_id,repeat,cd_nm
2026-03-19,13,CDSEM-B,G08,2,110.936
2026-03-19,13,CDSEM-B,G08,3,110.711
2026-03-19,13,CDSEM-B,G08,4,110.336
2026-03-19,13,CDSEM-B,G08,5,111.147
2026-03-23,15,CDSEM-A,G00,1,111.592
2026-03-23,15,CDSEM-A,G00,2,111.707
2026-03-23,15,CDSEM-A,G00,3,111.428
2026-03-23,15,CDSEM-A,G00,4,111.806
2026-03-23,15,CDSEM-A,G00,5,111.313
2026-03-23,15,CDSEM-A,G01,1,113.453
2026-03-23,15,CDSEM-A,G01,2,113.05
2026-03-23,15,CDSEM-A,G01,3,113.602
2026-03-23,15,CDSEM-A,G01,4,113.548
2026-03-23,15,CDSEM-A,G01,5,113.768
2026-03-23,15,CDSEM-A,G02,1,110.535
2026-03-23,15,CDSEM-A,G02,2,111.119
2026-03-23,15,CDSEM-A,G02,3,110.557
2026-03-23,15,CDSEM-A,G02,4,110.766
2026-03-23,15,CDSEM-A,G02,5,110.223
2026-03-23,15,CDSEM-A,G03,1,109.754
2026-03-23,15,CDSEM-A,G03,2,109.997
2026-03-23,15,CDSEM-A,G03,3,109.658
2026-03-23,15,CDSEM-A,G03,4,110.3
2026-03-23,15,CDSEM-A,G03,5,110.343
2026-03-23,15,CDSEM-A,G04,1,110.809
2026-03-23,15,CDSEM-A,G04,2,110.97
2026-03-23,15,CDSEM-A,G04,3,111.106
2026-03-23,15,CDSEM-A,G04,4,111.127
2026-03-23,15,CDSEM-A,G04,5,111.064
2026-03-23,15,CDSEM-A,G05,1,110.702
2026-03-23,15,CDSEM-A,G05,2,110.64
2026-03-23,15,CDSEM-A,G05,3,111.107
2026-03-23,15,CDSEM-A,G05,4,110.541
2026-03-23,15,CDSEM-A,G05,5,111.548
2026-03-23,15,CDSEM-A,G06,1,112.188
2026-03-23,15,CDSEM-A,G06,2,111.879
2026-03-23,15,CDSEM-A,G06,3,110.757
2026-03-23,15,CDSEM-A,G06,4,111.184
2026-03-23,15,CDSEM-A,G06,5,111.539
2026-03-23,15,CDSEM-A,G07,1,110.267
2026-03-23,15,CDSEM-A,G07,2,110.599
2026-03-23,15,CDSEM-A,G07,3,110.015
2026-03-23,15,CDSEM-A,G07,4,110.041
2026-03-23,15,CDSEM-A,G07,5,110.439
2026-03-23,15,CDSEM-A,G08,1,110.854
2026-03-23,15,CDSEM-A,G08,2,110.669
2026-03-23,15,CDSEM-A,G08,3,110.867
2026-03-23,15,CDSEM-A,G08,4,110.734
2026-03-23,15,CDSEM-A,G08,5,110.717
2026-03-23,15,CDSEM-B,G00,1,112.072
2026-03-23,15,CDSEM-B,G00,2,112.37
2026-03-23,15,CDSEM-B,G00,3,111.679
2026-03-23,15,CDSEM-B,G00,4,111.73
2026-03-23,15,CDSEM-B,G00,5,111.752
2026-03-23,15,CDSEM-B,G01,1,114.087
2026-03-23,15,CDSEM-B,G01,2,113.961
2026-03-23,15,CDSEM-B,G01,3,113.551
2026-03-23,15,CDSEM-B,G01,4,113.846
2026-03-23,15,CDSEM-B,G01,5,113.509
2026-03-23,15,CDSEM-B,G02,1,111.163
2026-03-23,15,CDSEM-B,G02,2,110.695
2026-03-23,15,CDSEM-B,G02,3,110.595
2026-03-23,15,CDSEM-B,G02,4,111.258
2026-03-23,15,CDSEM-B,G02,5,110.77
2026-03-23,15,CDSEM-B,G03,1,110.003
2026-03-23,15,CDSEM-B,G03,2,110.128
2026-03-23,15,CDSEM-B,G03,3,110.282
2026-03-23,15,CDSEM-B,G03,4,110.022
2026-03-23,15,CDSEM-B,G03,5,110.373
2026-03-23,15,CDSEM-B,G04,1,111.437
2026-03-23,15,CDSEM-B,G04,2,112.132
2026-03-23,15,CDSEM-B,G04,3,111.173
2026-03-23,15,CDSEM-B,G04,4,111.701
2026-03-23,15,CDSEM-B,G04,5,111.754
2026-03-23,15,CDSEM-B,G05,1,111.454
2026-03-23,15,CDSEM-B,G05,2,111.756
2026-03-23,15,CDSEM-B,G05,3,111.504
2026-03-23,15,CDSEM-B,G05,4,110.998
2026-03-23,15,CDSEM-B,G05,5,111.025
2026-03-23,15,CDSEM-B,G06,1,111.585
2026-03-23,15,CDSEM-B,G06,2,111.916
2026-03-23,15,CDSEM-B,G06,3,112.16
2026-03-23,15,CDSEM-B,G06,4,111.911
2026-03-23,15,CDSEM-B,G06,5,112.096
2026-03-23,15,CDSEM-B,G07,1,110.38
2026-03-23,15,CDSEM-B,G07,2,110.269
2026-03-23,15,CDSEM-B,G07,3,110.774
2026-03-23,15,CDSEM-B,G07,4,111.146
2026-03-23,15,CDSEM-B,G07,5,110.088
2026-03-23,15,CDSEM-B,G08,1,110.979
2026-03-23,15,CDSEM-B,G08,2,111.05
2026-03-23,15,CDSEM-B,G08,3,110.923
2026-03-23,15,CDSEM-B,G08,4,110.68
2026-03-23,15,CDSEM-B,G08,5,110.774
2026-03-26,18,CDSEM-A,G00,1,111.338
2026-03-26,18,CDSEM-A,G00,2,111.54
2026-03-26,18,CDSEM-A,G00,3,112.197
2026-03-26,18,CDSEM-A,G00,4,111.568
2026-03-26,18,CDSEM-A,G00,5,111.962
2026-03-26,18,CDSEM-A,G01,1,113.332
2026-03-26,18,CDSEM-A,G01,2,113.344
2026-03-26,18,CDSEM-A,G01,3,113.66
2026-03-26,18,CDSEM-A,G01,4,113.771
2026-03-26,18,CDSEM-A,G01,5,113.655
2026-03-26,18,CDSEM-A,G02,1,110.904
2026-03-26,18,CDSEM-A,G02,2,110.328
2026-03-26,18,CDSEM-A,G02,3,110.689
2026-03-26,18,CDSEM-A,G02,4,110.705
2026-03-26,18,CDSEM-A,G02,5,110.107
2026-03-26,18,CDSEM-A,G03,1,109.734
2026-03-26,18,CDSEM-A,G03,2,110.104
2026-03-26,18,CDSEM-A,G03,3,110.077
2026-03-26,18,CDSEM-A,G03,4,109.967
2026-03-26,18,CDSEM-A,G03,5,109.586
2026-03-26,18,CDSEM-A,G04,1,111.474
2026-03-26,18,CDSEM-A,G04,2,110.879
2026-03-26,18,CDSEM-A,G04,3,111.024
2026-03-26,18,CDSEM-A,G04,4,111.363
2026-03-26,18,CDSEM-A,G04,5,111.612
2026-03-26,18,CDSEM-A,G05,1,111.195
2026-03-26,18,CDSEM-A,G05,2,111.085
2026-03-26,18,CDSEM-A,G05,3,111.262
2026-03-26,18,CDSEM-A,G05,4,111.125
2026-03-26,18,CDSEM-A,G05,5,110.027
2026-03-26,18,CDSEM-A,G06,1,111.992
2026-03-26,18,CDSEM-A,G06,2,111.549
2026-03-26,18,CDSEM-A,G06,3,111.58
2026-03-26,18,CDSEM-A,G06,4,111.826
2026-03-26,18,CDSEM-A,G06,5,111.908
2026-03-26,18,CDSEM-A,G07,1,110.397
2026-03-26,18,CDSEM-A,G07,2,110.811
2026-03-26,18,CDSEM-A,G07,3,109.787
2026-03-26,18,CDSEM-A,G07,4,110.356
2026-03-26,18,CDSEM-A,G07,5,110.004
2026-03-26,18,CDSEM-A,G08,1,111.014
2026-03-26,18,CDSEM-A,G08,2,110.226
2026-03-26,18,CDSEM-A,G08,3,110.871
2026-03-26,18,CDSEM-A,G08,4,110.618
2026-03-26,18,CDSEM-A,G08,5,110.915
2026-03-26,18,CDSEM-B,G00,1,111.405
2026-03-26,18,CDSEM-B,G00,2,112.103
2026-03-26,18,CDSEM-B,G00,3,111.658
2026-03-26,18,CDSEM-B,G00,4,111.133
2026-03-26,18,CDSEM-B,G00,5,111.873
2026-03-26,18,CDSEM-B,G01,1,114.12
2026-03-26,18,CDSEM-B,G01,2,114.302
2026-03-26,18,CDSEM-B,G01,3,114.043
2026-03-26,18,CDSEM-B,G01,4,114.14
2026-03-26,18,CDSEM-B,G01,5,114.457
2026-03-26,18,CDSEM-B,G02,1,110.899
2026-03-26,18,CDSEM-B,G02,2,111.06
2026-03-26,18,CDSEM-B,G02,3,110.744
2026-03-26,18,CDSEM-B,G02,4,111.394
2026-03-26,18,CDSEM-B,G02,5,111.062
2026-03-26,18,CDSEM-B,G03,1,110.283
2026-03-26,18,CDSEM-B,G03,2,110.208
2026-03-26,18,CDSEM-B,G03,3,110.191
2026-03-26,18,CDSEM-B,G03,4,110.123
2026-03-26,18,CDSEM-B,G03,5,110.296
2026-03-26,18,CDSEM-B,G04,1,111.541
2026-03-26,18,CDSEM-B,G04,2,111.64
2026-03-26,18,CDSEM-B,G04,3,112.083
2026-03-26,18,CDSEM-B,G04,4,111.447
2026-03-26,18,CDSEM-B,G04,5,111.739
2026-03-26,18,CDSEM-B,G05,1,110.864
2026-03-26,18,CDSEM-B,G05,2,111.503
2026-03-26,18,CDSEM-B,G05,3,110.9
2026-03-26,18,CDSEM-B,G05,4,111.228
2026-03-26,18,CDSEM-B,G05,5,111.168
2026-03-26,18,CDSEM-B,G06,1,112.137
2026-03-26,18,CDSEM-B,G06,2,112.831
2026-03-26,18,CDSEM-B,G06,3,111.53
2026-03-26,18,CDSEM-B,G06,4,112.028
2026-03-26,18,CDSEM-B,G06,5,111.845
2026-03-26,18,CDSEM-B,G07,1,110.564
2026-03-26,18,CDSEM-B,G07,2,110.365
2026-03-26,18,CDSEM-B,G07,3,110.862
2026-03-26,18,CDSEM-B,G07,4,110.978
2026-03-26,18,CDSEM-B,G07,5,110.701
2026-03-26,18,CDSEM-B,G08,1,110.83
2026-03-26,18,CDSEM-B,G08,2,110.808
2026-03-26,18,CDSEM-B,G08,3,110.723
2026-03-26,18,CDSEM-B,G08,4,110.63
2026-03-26,18,CDSEM-B,G08,5,111.016
2026-03-30,20,CDSEM-A,G00,1,111.354
2026-03-30,20,CDSEM-A,G00,2,111.269
2026-03-30,20,CDSEM-A,G00,3,111.373
2026-03-30,20,CDSEM-A,G00,4,111.894
2026-03-30,20,CDSEM-A,G00,5,111.507
2026-03-30,20,CDSEM-A,G01,1,113.817
2026-03-30,20,CDSEM-A,G01,2,113.602
2026-03-30,20,CDSEM-A,G01,3,114.054
2026-03-30,20,CDSEM-A,G01,4,113.675
2026-03-30,20,CDSEM-A,G01,5,113.145
2026-03-30,20,CDSEM-A,G02,1,110.863
2026-03-30,20,CDSEM-A,G02,2,111.141
2026-03-30,20,CDSEM-A,G02,3,110.398
2026-03-30,20,CDSEM-A,G02,4,110.537
2026-03-30,20,CDSEM-A,G02,5,111.163
2026-03-30,20,CDSEM-A,G03,1,110.143
2026-03-30,20,CDSEM-A,G03,2,110.175
2026-03-30,20,CDSEM-A,G03,3,110.029
2026-03-30,20,CDSEM-A,G03,4,110.481
2026-03-30,20,CDSEM-A,G03,5,109.605
2026-03-30,20,CDSEM-A,G04,1,111.29
2026-03-30,20,CDSEM-A,G04,2,111.324
2026-03-30,20,CDSEM-A,G04,3,111.703
2026-03-30,20,CDSEM-A,G04,4,110.829
2026-03-30,20,CDSEM-A,G04,5,111.337
2026-03-30,20,CDSEM-A,G05,1,111.286
2026-03-30,20,CDSEM-A,G05,2,110.482
2026-03-30,20,CDSEM-A,G05,3,110.546
2026-03-30,20,CDSEM-A,G05,4,111.198
2026-03-30,20,CDSEM-A,G05,5,111.316
2026-03-30,20,CDSEM-A,G06,1,111.86
2026-03-30,20,CDSEM-A,G06,2,111.839
2026-03-30,20,CDSEM-A,G06,3,111.668
2026-03-30,20,CDSEM-A,G06,4,111.829
2026-03-30,20,CDSEM-A,G06,5,111.716
2026-03-30,20,CDSEM-A,G07,1,109.885
2026-03-30,20,CDSEM-A,G07,2,110.061
2026-03-30,20,CDSEM-A,G07,3,110.21
2026-03-30,20,CDSEM-A,G07,4,110.793
2026-03-30,20,CDSEM-A,G07,5,110.09
2026-03-30,20,CDSEM-A,G08,1,110.522
2026-03-30,20,CDSEM-A,G08,2,110.801
2026-03-30,20,CDSEM-A,G08,3,110.808
2026-03-30,20,CDSEM-A,G08,4,110.79
2026-03-30,20,CDSEM-A,G08,5,110.73
2026-03-30,20,CDSEM-B,G00,1,111.497
2026-03-30,20,CDSEM-B,G00,2,111.713
2026-03-30,20,CDSEM-B,G00,3,112.153
2026-03-30,20,CDSEM-B,G00,4,111.693
2026-03-30,20,CDSEM-B,G00,5,112.146
2026-03-30,20,CDSEM-B,G01,1,114.091
2026-03-30,20,CDSEM-B,G01,2,113.825
2026-03-30,20,CDSEM-B,G01,3,113.55
2026-03-30,20,CDSEM-B,G01,4,113.333
2026-03-30,20,CDSEM-B,G01,5,113.973
2026-03-30,20,CDSEM-B,G02,1,111.334
2026-03-30,20,CDSEM-B,G02,2,110.626
2026-03-30,20,CDSEM-B,G02,3,110.694
2026-03-30,20,CDSEM-B,G02,4,110.985
2026-03-30,20,CDSEM-B,G02,5,111.246
2026-03-30,20,CDSEM-B,G03,1,110.714
2026-03-30,20,CDSEM-B,G03,2,110.339
2026-03-30,20,CDSEM-B,G03,3,110.667
2026-03-30,20,CDSEM-B,G03,4,110.384
2026-03-30,20,CDSEM-B,G03,5,110.425
2026-03-30,20,CDSEM-B,G04,1,111.894
2026-03-30,20,CDSEM-B,G04,2,112.053
2026-03-30,20,CDSEM-B,G04,3,111.591
2026-03-30,20,CDSEM-B,G04,4,112.214
2026-03-30,20,CDSEM-B,G04,5,111.266
2026-03-30,20,CDSEM-B,G05,1,111.151
2026-03-30,20,CDSEM-B,G05,2,111.27
2026-03-30,20,CDSEM-B,G05,3,110.934
2026-03-30,20,CDSEM-B,G05,4,111.067
2026-03-30,20,CDSEM-B,G05,5,111.224
2026-03-30,20,CDSEM-B,G06,1,112.376
2026-03-30,20,CDSEM-B,G06,2,112.324
2026-03-30,20,CDSEM-B,G06,3,112.442
2026-03-30,20,CDSEM-B,G06,4,112.272
2026-03-30,20,CDSEM-B,G06,5,111.919
2026-03-30,20,CDSEM-B,G07,1,110.246
2026-03-30,20,CDSEM-B,G07,2,110.696
2026-03-30,20,CDSEM-B,G07,3,111.199
2026-03-30,20,CDSEM-B,G07,4,110.247
2026-03-30,20,CDSEM-B,G07,5,110.313
2026-03-30,20,CDSEM-B,G08,1,110.955
2026-03-30,20,CDSEM-B,G08,2,111.079
2026-03-30,20,CDSEM-B,G08,3,111.302
2026-03-30,20,CDSEM-B,G08,4,111.267
2026-03-30,20,CDSEM-B,G08,5,111.102
2026-04-02,23,CDSEM-A,G00,1,111.768
2026-04-02,23,CDSEM-A,G00,2,112.111
2026-04-02,23,CDSEM-A,G00,3,111.695
2026-04-02,23,CDSEM-A,G00,4,111.74
2026-04-02,23,CDSEM-A,G00,5,111.869
2026-04-02,23,CDSEM-A,G01,1,113.07
2026-04-02,23,CDSEM-A,G01,2,113.824
2026-04-02,23,CDSEM-A,G01,3,113.297
2026-04-02,23,CDSEM-A,G01,4,113.928
2026-04-02,23,CDSEM-A,G01,5,113.476
2026-04-02,23,CDSEM-A,G02,1,110.452
2026-04-02,23,CDSEM-A,G02,2,110.459
2026-04-02,23,CDSEM-A,G02,3,110.187
2026-04-02,23,CDSEM-A,G02,4,111.129
2026-04-02,23,CDSEM-A,G02,5,111.165
2026-04-02,23,CDSEM-A,G03,1,110.039
2026-04-02,23,CDSEM-A,G03,2,110.314
2026-04-02,23,CDSEM-A,G03,3,109.612
2026-04-02,23,CDSEM-A,G03,4,109.597
2026-04-02,23,CDSEM-A,G03,5,109.579
2026-04-02,23,CDSEM-A,G04,1,111.126
2026-04-02,23,CDSEM-A,G04,2,110.461
2026-04-02,23,CDSEM-A,G04,3,111.613
2026-04-02,23,CDSEM-A,G04,4,111.694
2026-04-02,23,CDSEM-A,G04,5,111.376
2026-04-02,23,CDSEM-A,G05,1,111.109
2026-04-02,23,CDSEM-A,G05,2,110.564
2026-04-02,23,CDSEM-A,G05,3,110.982
2026-04-02,23,CDSEM-A,G05,4,110.796
2026-04-02,23,CDSEM-A,G05,5,110.986
2026-04-02,23,CDSEM-A,G06,1,111.655
2026-04-02,23,CDSEM-A,G06,2,111.999
2026-04-02,23,CDSEM-A,G06,3,111.79
2026-04-02,23,CDSEM-A,G06,4,111.928
2026-04-02,23,CDSEM-A,G06,5,111.015
2026-04-02,23,CDSEM-A,G07,1,110.483
2026-04-02,23,CDSEM-A,G07,2,110.722
2026-04-02,23,CDSEM-A,G07,3,110.765
2026-04-02,23,CDSEM-A,G07,4,110.063
2026-04-02,23,CDSEM-A,G07,5,110.421
2026-04-02,23,CDSEM-A,G08,1,111.059
2026-04-02,23,CDSEM-A,G08,2,111.037
2026-04-02,23,CDSEM-A,G08,3,110.838
2026-04-02,23,CDSEM-A,G08,4,111.174
2026-04-02,23,CDSEM-A,G08,5,110.827
2026-04-02,23,CDSEM-B,G00,1,111.659
2026-04-02,23,CDSEM-B,G00,2,111.698
2026-04-02,23,CDSEM-B,G00,3,111.814
2026-04-02,23,CDSEM-B,G00,4,112.064
2026-04-02,23,CDSEM-B,G00,5,111.822
2026-04-02,23,CDSEM-B,G01,1,113.83
2026-04-02,23,CDSEM-B,G01,2,113.605
2026-04-02,23,CDSEM-B,G01,3,113.912
2026-04-02,23,CDSEM-B,G01,4,113.585
2026-04-02,23,CDSEM-B,G01,5,113.75
2026-04-02,23,CDSEM-B,G02,1,111.121
2026-04-02,23,CDSEM-B,G02,2,110.269
2026-04-02,23,CDSEM-B,G02,3,111.197
2026-04-02,23,CDSEM-B,G02,4,111.007
2026-04-02,23,CDSEM-B,G02,5,110.538
2026-04-02,23,CDSEM-B,G03,1,110.261
2026-04-02,23,CDSEM-B,G03,2,109.902
2026-04-02,23,CDSEM-B,G03,3,110.381
2026-04-02,23,CDSEM-B,G03,4,110.36
2026-04-02,23,CDSEM-B,G03,5,110.709
2026-04-02,23,CDSEM-B,G04,1,111.898
2026-04-02,23,CDSEM-B,G04,2,111.848
2026-04-02,23,CDSEM-B,G04,3,111.49
2026-04-02,23,CDSEM-B,G04,4,111.111
2026-04-02,23,CDSEM-B,G04,5,111.25
2026-04-02,23,CDSEM-B,G05,1,111.387
2026-04-02,23,CDSEM-B,G05,2,111.134
2026-04-02,23,CDSEM-B,G05,3,110.796
2026-04-02,23,CDSEM-B,G05,4,110.883
2026-04-02,23,CDSEM-B,G05,5,111.109
2026-04-02,23,CDSEM-B,G06,1,112.374
2026-04-02,23,CDSEM-B,G06,2,111.678
2026-04-02,23,CDSEM-B,G06,3,112.109
2026-04-02,23,CDSEM-B,G06,4,111.9
2026-04-02,23,CDSEM-B,G06,5,112.756
2026-04-02,23,CDSEM-B,G07,1,110.556
2026-04-02,23,CDSEM-B,G07,2,110.383
2026-04-02,23,CDSEM-B,G07,3,110.749
2026-04-02,23,CDSEM-B,G07,4,110.383
2026-04-02,23,CDSEM-B,G07,5,110.397
2026-04-02,23,CDSEM-B,G08,1,110.401
2026-04-02,23,CDSEM-B,G08,2,111.509
2026-04-02,23,CDSEM-B,G08,3,110.427
2026-04-02,23,CDSEM-B,G08,4,110.358
2026-04-02,23,CDSEM-B,G08,5,111.07
2026-04-06,25,CDSEM-A,G00,1,111.77
2026-04-06,25,CDSEM-A,G00,2,111.701
2026-04-06,25,CDSEM-A,G00,3,111.732
2026-04-06,25,CDSEM-A,G00,4,112.09
2026-04-06,25,CDSEM-A,G00,5,111.596
2026-04-06,25,CDSEM-A,G01,1,113.881
2026-04-06,25,CDSEM-A,G01,2,113.772
2026-04-06,25,CDSEM-A,G01,3,113.178
2026-04-06,25,CDSEM-A,G01,4,113.508
2026-04-06,25,CDSEM-A,G01,5,114.004
2026-04-06,25,CDSEM-A,G02,1,111.056
2026-04-06,25,CDSEM-A,G02,2,110.616
2026-04-06,25,CDSEM-A,G02,3,110.627
2026-04-06,25,CDSEM-A,G02,4,110.741
2026-04-06,25,CDSEM-A,G02,5,110.665
2026-04-06,25,CDSEM-A,G03,1,109.818
2026-04-06,25,CDSEM-A,G03,2,109.502
2026-04-06,25,CDSEM-A,G03,3,110.371
2026-04-06,25,CDSEM-A,G03,4,109.994
2026-04-06,25,CDSEM-A,G03,5,109.92
2026-04-06,25,CDSEM-A,G04,1,111.808
2026-04-06,25,CDSEM-A,G04,2,111.686
2026-04-06,25,CDSEM-A,G04,3,111.699
2026-04-06,25,CDSEM-A,G04,4,111.282
2026-04-06,25,CDSEM-A,G04,5,111.453
2026-04-06,25,CDSEM-A,G05,1,110.982
2026-04-06,25,CDSEM-A,G05,2,110.938
2026-04-06,25,CDSEM-A,G05,3,110.944
2026-04-06,25,CDSEM-A,G05,4,110.846
2026-04-06,25,CDSEM-A,G05,5,111.151
2026-04-06,25,CDSEM-A,G06,1,111.792
2026-04-06,25,CDSEM-A,G06,2,112.077
2026-04-06,25,CDSEM-A,G06,3,111.53
2026-04-06,25,CDSEM-A,G06,4,111.48
2026-04-06,25,CDSEM-A,G06,5,111.512
2026-04-06,25,CDSEM-A,G07,1,110.388
2026-04-06,25,CDSEM-A,G07,2,110.001
2026-04-06,25,CDSEM-A,G07,3,110.286
2026-04-06,25,CDSEM-A,G07,4,110.338
2026-04-06,25,CDSEM-A,G07,5,110.057
2026-04-06,25,CDSEM-A,G08,1,110.221
2026-04-06,25,CDSEM-A,G08,2,111.039
2026-04-06,25,CDSEM-A,G08,3,111.297
2026-04-06,25,CDSEM-A,G08,4,110.692
2026-04-06,25,CDSEM-A,G08,5,110.717
2026-04-06,25,CDSEM-B,G00,1,112.018
2026-04-06,25,CDSEM-B,G00,2,111.802
2026-04-06,25,CDSEM-B,G00,3,111.651
2026-04-06,25,CDSEM-B,G00,4,111.678
2026-04-06,25,CDSEM-B,G00,5,111.731
2026-04-06,25,CDSEM-B,G01,1,114.114
2026-04-06,25,CDSEM-B,G01,2,113.662
2026-04-06,25,CDSEM-B,G01,3,113.848
2026-04-06,25,CDSEM-B,G01,4,114.349
2026-04-06,25,CDSEM-B,G01,5,113.601
2026-04-06,25,CDSEM-B,G02,1,110.834
2026-04-06,25,CDSEM-B,G02,2,110.939
2026-04-06,25,CDSEM-B,G02,3,110.925
2026-04-06,25,CDSEM-B,G02,4,110.806
2026-04-06,25,CDSEM-B,G02,5,110.544
2026-04-06,25,CDSEM-B,G03,1,110.415
2026-04-06,25,CDSEM-B,G03,2,110.598
2026-04-06,25,CDSEM-B,G03,3,110.384
2026-04-06,25,CDSEM-B,G03,4,110.138
2026-04-06,25,CDSEM-B,G03,5,110.337
2026-04-06,25,CDSEM-B,G04,1,112.161
2026-04-06,25,CDSEM-B,G04,2,112.01
2026-04-06,25,CDSEM-B,G04,3,111.742
2026-04-06,25,CDSEM-B,G04,4,111.18
2026-04-06,25,CDSEM-B,G04,5,111.021
2026-04-06,25,CDSEM-B,G05,1,110.938
2026-04-06,25,CDSEM-B,G05,2,111.503
2026-04-06,25,CDSEM-B,G05,3,111.608
2026-04-06,25,CDSEM-B,G05,4,111.009
2026-04-06,25,CDSEM-B,G05,5,110.837
2026-04-06,25,CDSEM-B,G06,1,111.771
2026-04-06,25,CDSEM-B,G06,2,112.346
2026-04-06,25,CDSEM-B,G06,3,111.975
2026-04-06,25,CDSEM-B,G06,4,112.367
2026-04-06,25,CDSEM-B,G06,5,111.617
2026-04-06,25,CDSEM-B,G07,1,110.453
2026-04-06,25,CDSEM-B,G07,2,110.589
2026-04-06,25,CDSEM-B,G07,3,110.781
2026-04-06,25,CDSEM-B,G07,4,110.998
2026-04-06,25,CDSEM-B,G07,5,110.632
2026-04-06,25,CDSEM-B,G08,1,110.832
2026-04-06,25,CDSEM-B,G08,2,111.54
2026-04-06,25,CDSEM-B,G08,3,111.402
2026-04-06,25,CDSEM-B,G08,4,111.408
2026-04-06,25,CDSEM-B,G08,5,110.73
2026-04-09,28,CDSEM-A,G00,1,111.739
2026-04-09,28,CDSEM-A,G00,2,112.242
2026-04-09,28,CDSEM-A,G00,3,111.812
2026-04-09,28,CDSEM-A,G00,4,111.621
2026-04-09,28,CDSEM-A,G00,5,111.517
2026-04-09,28,CDSEM-A,G01,1,113.892
2026-04-09,28,CDSEM-A,G01,2,113.624
2026-04-09,28,CDSEM-A,G01,3,113.402
2026-04-09,28,CDSEM-A,G01,4,113.854
2026-04-09,28,CDSEM-A,G01,5,114.001
2026-04-09,28,CDSEM-A,G02,1,110.807
2026-04-09,28,CDSEM-A,G02,2,110.923
2026-04-09,28,CDSEM-A,G02,3,110.549
2026-04-09,28,CDSEM-A,G02,4,111.246
2026-04-09,28,CDSEM-A,G02,5,110.59
2026-04-09,28,CDSEM-A,G03,1,110.18
2026-04-09,28,CDSEM-A,G03,2,109.629
2026-04-09,28,CDSEM-A,G03,3,110.308
2026-04-09,28,CDSEM-A,G03,4,110.035
2026-04-09,28,CDSEM-A,G03,5,110.159
2026-04-09,28,CDSEM-A,G04,1,111.68
2026-04-09,28,CDSEM-A,G04,2,111.11
2026-04-09,28,CDSEM-A,G04,3,111.112
2026-04-09,28,CDSEM-A,G04,4,111.442
2026-04-09,28,CDSEM-A,G04,5,111.496
2026-04-09,28,CDSEM-A,G05,1,111.17
2026-04-09,28,CDSEM-A,G05,2,110.582
2026-04-09,28,CDSEM-A,G05,3,110.556
2026-04-09,28,CDSEM-A,G05,4,110.994
2026-04-09,28,CDSEM-A,G05,5,110.533
2026-04-09,28,CDSEM-A,G06,1,111.916
2026-04-09,28,CDSEM-A,G06,2,112.114
2026-04-09,28,CDSEM-A,G06,3,111.371
2026-04-09,28,CDSEM-A,G06,4,112.034
2026-04-09,28,CDSEM-A,G06,5,111.43
2026-04-09,28,CDSEM-A,G07,1,110.043
2026-04-09,28,CDSEM-A,G07,2,110.174
2026-04-09,28,CDSEM-A,G07,3,110.17
2026-04-09,28,CDSEM-A,G07,4,110.224
2026-04-09,28,CDSEM-A,G07,5,110.168
2026-04-09,28,CDSEM-A,G08,1,110.657
2026-04-09,28,CDSEM-A,G08,2,110.121
2026-04-09,28,CDSEM-A,G08,3,110.452
2026-04-09,28,CDSEM-A,G08,4,110.59
2026-04-09,28,CDSEM-A,G08,5,110.425
2026-04-09,28,CDSEM-B,G00,1,111.701
2026-04-09,28,CDSEM-B,G00,2,111.839
2026-04-09,28,CDSEM-B,G00,3,111.439
2026-04-09,28,CDSEM-B,G00,4,112.214
2026-04-09,28,CDSEM-B,G00,5,112.018
2026-04-09,28,CDSEM-B,G01,1,113.64
2026-04-09,28,CDSEM-B,G01,2,113.94
2026-04-09,28,CDSEM-B,G01,3,114.111
2026-04-09,28,CDSEM-B,G01,4,113.43
2026-04-09,28,CDSEM-B,G01,5,114.065
2026-04-09,28,CDSEM-B,G02,1,110.93
2026-04-09,28,CDSEM-B,G02,2,111.216
2026-04-09,28,CDSEM-B,G02,3,110.833
2026-04-09,28,CDSEM-B,G02,4,110.938
2026-04-09,28,CDSEM-B,G02,5,111.63
2026-04-09,28,CDSEM-B,G03,1,110.065
2026-04-09,28,CDSEM-B,G03,2,110.611
2026-04-09,28,CDSEM-B,G03,3,110.131
2026-04-09,28,CDSEM-B,G03,4,109.662
2026-04-09,28,CDSEM-B,G03,5,110.548
2026-04-09,28,CDSEM-B,G04,1,112.033
2026-04-09,28,CDSEM-B,G04,2,111.756
2026-04-09,28,CDSEM-B,G04,3,111.188
2026-04-09,28,CDSEM-B,G04,4,111.511
2026-04-09,28,CDSEM-B,G04,5,111.125
2026-04-09,28,CDSEM-B,G05,1,111.151
2026-04-09,28,CDSEM-B,G05,2,111.668
2026-04-09,28,CDSEM-B,G05,3,111.069
2026-04-09,28,CDSEM-B,G05,4,110.98
2026-04-09,28,CDSEM-B,G05,5,111.419
2026-04-09,28,CDSEM-B,G06,1,112.307
2026-04-09,28,CDSEM-B,G06,2,112.137
2026-04-09,28,CDSEM-B,G06,3,112.323
2026-04-09,28,CDSEM-B,G06,4,112.346
2026-04-09,28,CDSEM-B,G06,5,112.025
2026-04-09,28,CDSEM-B,G07,1,110.129
2026-04-09,28,CDSEM-B,G07,2,110.696
2026-04-09,28,CDSEM-B,G07,3,111.223
